"Message",Low,".NET ネイティブ コンパイルを開始しています"
"Message",Low,""
"Message",Low,""
"Message",Low,"タスク ""Gatekeeper"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\NuGetPackagesFallback\microsoft.net.native.compiler\1.7.3\tools\ARM\ilc\Tools\Gatekeeper.exe @""C:\repos\FirstUWP\FirstUWP\UWPmatsuno\UWPmatsuno\obj\ARM\Release\ilc\intermediate\gkargs.rsp""'"
"Message",Low,"Microsoft (R) .NET Native Gatekeeper �o�[�W���� 1.7.25927.00 "
"Message",Low,"Copyright (C) Microsoft Corporation.  All rights reserved. "
"Message",Low," "
"Message",Low,"�A�Z���u�� 'C:\repos\FirstUWP\FirstUWP\UWPmatsuno\UWPmatsuno\obj\ARM\Release\ilc\in\UWPmatsuno.exe' �̃`�F�b�N���ł��B "
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\NuGetPackagesFallback\microsoft.net.native.compiler\1.7.3\tools\ARM\ilc\Tools\Gatekeeper.exe @""C:\repos\FirstUWP\FirstUWP\UWPmatsuno\UWPmatsuno\obj\ARM\Release\ilc\intermediate\gkargs.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |      172 |     3078 |     3078 |     2906 |     3078 | [0] Gatekeeper"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       3078 ms"
"Message",Normal,"System time per command: 3078 ms"
"Message",Normal,"Total duration:          2906 ms"
"Message",Normal,"Total lifetime:          3078 ms"
"Message",Normal,"Requested DOP:           2"
"Message",Normal,"Duration DOP:            0.9"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"タスク ""Gatekeeper"" の実行が終了しました。"
"Message",Low,"ファイル ""Preparation"" 内のターゲット ""RunGatekeeper"" のビルドが終了しました。"
"Message",Low,""
"Message",Low,"タスク ""InjectWindowsRuntimeTypeForwards"""
"Message",Normal,"Running 'InjectWindowsRuntimeTypeForwards' transform, heap at 13 MB."
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 17 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"    ms | heap delta | name"
"Message",Normal,"  1577 |          4 | InjectWindowsRuntimeTypeForwards"
"Message",Normal,"  1188 |         -6 | WriteAssemblies"
"Message",Low,"タスク ""InjectWindowsRuntimeTypeForwards"" の実行が終了しました。"
"Message",Low,"ファイル ""Preparation"" 内のターゲット ""InjectWindowRuntimeTypeForwards"" のビルドが終了しました。"
"Message",Low,""
"Message",Low,"タスク ""PreResolveAssemblyClosure"""
"Message",Low,"タスク ""PreResolveAssemblyClosure"" の実行が終了しました。"
"Message",Low,"ファイル ""Preparation"" 内のターゲット ""PreResolveTransforms"" のビルドが終了しました。"
"Message",Low,""
"Message",Low,"タスク ""InitialAssemblyClosure"""
"Message",Low,"タスク ""InitialAssemblyClosure"" の実行が終了しました。"
"Message",Low,"タスク ""ResolveInitialReferencesAssemblyClosure1"""
"Message",Low,"タスク ""ResolveInitialReferencesAssemblyClosure1"" の実行が終了しました。"
"Message",Low,"タスク ""ResolveInitialReferencesAssemblyClosure2"""
"Message",Low,"タスク ""ResolveInitialReferencesAssemblyClosure2"" の実行が終了しました。"
"Message",Low,"ファイル ""Preparation"" 内のターゲット ""ResolveInitialReferences"" のビルドが終了しました。"
"Message",Low,"プロジェクト ""Preparation"" のビルドが終了しました。"
"Message",Low,""
"Message",Low,""
"Message",High,"アプリケーション コードを処理しています"
"Message",Low,"タスク ""ValidateSimpleNames"""
"Message",Low,"タスク ""ValidateSimpleNames"" の実行が終了しました。"
"Message",Low,"タスク ""McgContractsResolveFilePath"""
"Message",Low,"タスク ""McgContractsResolveFilePath"" の実行が終了しました。"
"Message",Low,"タスク ""McgFacadeResolveFilePath"""
"Message",Low,"タスク ""McgFacadeResolveFilePath"" の実行が終了しました。"
"Message",Low,"タスク ""FinalAssemblyClosureRootsResolveFilePaths"""
"Message",Low,"タスク ""FinalAssemblyClosureRootsResolveFilePaths"" の実行が終了しました。"
"Message",Low,"タスク ""FinalAssemblyClosure"""
"Message",Low,"タスク ""FinalAssemblyClosure"" の実行が終了しました。"
"Message",Low,"タスク ""RunILTransforms"""
"Message",Normal,"Running 'Analysis' transform, heap at 11 MB."
"Message",Low,"Loading 56 modules..."
"Message",Normal,"Imported reflection directives from 7 files:"
"Message",Normal,"C:\repos\FirstUWP\FirstUWP\UWPmatsuno\UWPmatsuno\obj\ARM\Release\ilc\in\Properties\Default.rd.xml"
"Message",Normal,"System.Diagnostics.Tracing の埋め込みマニフェスト: Resources.System.Diagnostics.Tracing.rd.xml"
"Message",Normal,"System.Private.Reflection の埋め込みマニフェスト: System.Private.Reflection.rd.xml"
"Message",Normal,"System.Private.CoreLib の埋め込みマニフェスト: Resources.System.Private.CoreLib.rd.xml"
"Message",Normal,"System.Private.Uri の埋め込みマニフェスト: Resources.System.Private.Uri.rd.xml"
"Message",Normal,"System.Private.Reflection.Core の埋め込みマニフェスト: System.Private.Reflection.Core.rd.xml"
"Message",Normal,"System.Private.Interop の埋め込みマニフェスト: Resources.System.Private.Interop.rd.xml"
"Message",Normal,"Imported XAML Roots from 1 files:"
"Message",Normal,"C:\repos\FirstUWP\FirstUWP\UWPmatsuno\UWPmatsuno\obj\ARM\Release\ilc\in\UWPmatsuno.xr.xml"
"Message",Normal,"Running 'Mcg' transform, heap at 122 MB."
"Message",High,"Computing application closure and generating interop code"
"Message",Normal,"  .lib ファイルのリスト:"
"Message",Normal,"      WindowsApp.lib"
"Message",Normal,"      winsqlite3.lib"
"Message",Normal,"  .lib 検索パスのリスト:"
"Message",Normal,"      C:\Program Files (x86)\Windows Kits\10\lib\10.0.16299.0\um\arm"
"Message",Normal,"  ライブラリからのエクスポートを読み込み中..."
"Message",Normal,"      'C:\Program Files (x86)\Windows Kits\10\lib\10.0.16299.0\um\arm\WindowsApp.lib から 3108 エクスポートを読み取りました。"
"Message",Normal,"      'C:\Program Files (x86)\Windows Kits\10\lib\10.0.16299.0\um\arm\winsqlite3.lib から 238 エクスポートを読み取りました。"
"Message",High,"  56 モジュールを読み込み中..."
"Message",Normal,"          P/Invoke 'RhWaitForPendingFinalizers' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhWaitForPendingFinalizers'."
"Message",Normal,"          P/Invoke 'RhYield' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhYield'."
"Message",Normal,"          P/Invoke 'RhCompatibleReentrantWaitAny' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!RhCompatibleReentrantWaitAny'."
"Message",Normal,"          P/Invoke '_ecvt_s' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!_ecvt_s'."
"Message",Normal,"          P/Invoke 'memmove' with [DllImport(ExactSpelling=true)] resolved to '[MRT]!memmove'."
"Message",Normal,"          P/Invoke 'CallingConventionConverter_GetStubs' with [DllImport(ExactSpelling=true)] resolved to '*!CallingConventionConverter_GetStubs'."
"Message",Normal,"          P/Invoke 'CallingConventionConverter_SpecifyCommonStubData' with [DllImport(ExactSpelling=true)] resolved to '*!CallingConventionConverter_SpecifyCommonStubData'."
"Message",Normal,"          P/Invoke 'GetLastError' resolved to 'api-ms-win-core-errorhandling-l1-1-0.dll!GetLastError' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.16299.0\um\arm\WindowsApp.lib'."
